epoch,beta_epoch,train_total,train_mss,train_kld,val_total,val_mss,val_kld
20,0.13333333333333333,1.3757722119490305,1.0748644133408864,2.256808363397916,2.162151654561361,1.5983703215916951,4.228360001246134
21,0.14,1.3875161911050478,1.0804911052187285,2.1930363376935325,2.1434890627861023,1.5911492983500162,3.945284112294515
22,0.14666666666666667,1.4111039598782857,1.0907805470128855,2.184023386736711,2.1500516374905905,1.5670749425888062,3.9748411575953164
23,0.15333333333333332,1.4127461408575377,1.090024827917417,2.1047042086720467,1.8902857383092244,1.4232657571633658,3.0457824071248374
24,0.16,1.4262564013401666,1.0884788252413273,2.1111098955074947,1.8767846743265788,1.3759067376454672,3.1304871082305907
25,0.16666666666666666,1.4423301597436269,1.1060311471422513,2.0177939757704735,1.8277042508125305,1.3204133292039235,3.0437454620997113
26,0.17333333333333334,1.485167462627093,1.1318814719716708,2.0381884266932806,2.3669934272766113,1.5893622438112895,4.486333799362183
27,0.18,1.4684267530838648,1.1203301943838597,1.9338696792721748,2.049917713801066,1.5524073600769044,2.7639461358388266
28,0.18666666666666668,1.504542384048303,1.1244929293791452,2.0359792083501818,2.2699628313382467,1.5435578266779582,3.891455308596293
29,0.19333333333333333,1.4818856125076612,1.1226575704912345,1.8580761323372523,2.078853066762288,1.4988535483678183,2.999997679392497
30,0.2,1.4916985447208087,1.1358399555087089,1.7792928844690323,2.100517916679382,1.4678997278213501,3.163090880711873
31,0.20666666666666667,1.504480841755867,1.1357275222738583,1.7842902938524883,2.0246789534886678,1.4730731228987375,2.6690604368845623
32,0.21333333333333335,1.522085104882717,1.1409516997635365,1.78656278749307,1.8882618467013041,1.353544040520986,2.506489618619283
33,0.22,1.5119831095139185,1.1387411033113797,1.6965545942385991,1.9240050872166952,1.3896157046159108,2.429042665163676
34,0.22666666666666666,1.5322000101208686,1.1552322568992774,1.663092963397503,2.029672094186147,1.5807552953561148,1.9805152654647826
35,0.23333333333333334,1.5428692787885665,1.161820155630509,1.633067670961221,2.0907575130462646,1.4316955427328746,2.8245512088139852
36,0.24,1.5396151383717855,1.155149115373691,1.6019418001174928,1.8891005516052246,1.4027511219183604,2.0264560341835023
37,0.24666666666666667,1.563052479426066,1.1756402524809042,1.5705901011824608,1.9062050143877665,1.3997800767421722,2.05307404200236
38,0.25333333333333335,1.5582706143458684,1.1642668801049392,1.5552779277165731,2.007164414723714,1.447782528400421,2.2080864747365316
39,0.26,1.5791552851597468,1.1705858590702216,1.5714209372798602,2.0743680357933045,1.4320064425468444,2.4706215302149457
40,0.26666666666666666,1.5736286699771882,1.1794424784680209,1.478198138376077,1.8356987396876017,1.3393553018569946,1.861287808418274
41,0.2733333333333333,1.6075002993146579,1.193023360768954,1.516379001736641,1.9085929989814758,1.3666500588258108,1.9827180226643881
42,0.28,1.589598757525285,1.1844616716106733,1.4469181820750237,1.9255112648010253,1.4107317825158436,1.8384981155395508
43,0.2866666666666667,1.5970805808901787,1.1820134729146958,1.447908533612887,2.044361913204193,1.4141202727953592,2.198517409960429
44,0.29333333333333333,1.601037179927031,1.1906988029678662,1.398880889515082,2.0566664894421893,1.3957813382148743,2.2530176719029744
45,0.3,1.6020826563239097,1.1861135795712472,1.386563529074192,1.9290730158487956,1.3987187763055167,1.7678474108378093
46,0.30666666666666664,1.62234312693278,1.1963280921181043,1.3891794428229332,2.0218608220418295,1.4481671889623007,1.8707401156425476
47,0.31333333333333335,1.6378025685747464,1.2115609906613827,1.3603454550107321,2.045051459471385,1.3627843737602234,2.1774481932322183
48,0.32,1.6421027640501658,1.2016023484369118,1.3765638291835784,1.8914231340090433,1.4737534840901694,1.3052176634470622
49,0.32666666666666666,1.635843500494957,1.200329125424226,1.3332073201735815,1.8428488850593567,1.3947056889533997,1.3718669692675272
50,0.3333333333333333,1.6485631555318832,1.2158961114784081,1.2980010921756426,2.0330793499946593,1.4375037451585133,1.7867267608642579
51,0.34,1.6622715031107267,1.2220601161321005,1.2947393541534742,1.9503784020741781,1.395116279522578,1.6331238428751627
52,0.3466666666666667,1.667897527416547,1.2150666030744712,1.306243072450161,2.110567033290863,1.4046492377916973,2.0363013704617816
53,0.35333333333333333,1.6699716011683146,1.2167333039144674,1.2827499325076739,1.9367515683174132,1.4120051860809326,1.485131283601125
54,0.36,1.6706312770644824,1.2315687497456869,1.2196180775761605,2.816316668192546,1.477982270717621,3.717595346768697
55,0.36666666666666664,1.6908021455009778,1.2155747589965662,1.2960746750235557,2.1209133585294087,1.5510622064272563,1.5541394074757895
56,0.37333333333333335,1.7008628457784654,1.2349714833001295,1.2479232728481293,1.9328818758328756,1.4418965299924216,1.3151393055915832
57,0.38,1.7222620462377867,1.2467136589189372,1.2514431382218996,2.4274898767471313,1.453854012489319,2.562199680010478
58,0.38666666666666666,1.719544807076454,1.259992807606856,1.188496581465006,1.985027511914571,1.4683072129885355,1.336345644791921
59,0.3933333333333333,1.7241827845573425,1.2530592148502668,1.1977717573444049,2.114300787448883,1.4058940013249714,1.801034112771352
60,0.4,1.7158245931069056,1.2415891436239084,1.1855885788798333,1.9194354176521302,1.3924289524555207,1.3175161679585774
61,0.4066666666666667,1.7362689758340517,1.2501962912579379,1.195260697354873,2.162016769250234,1.3950702210267385,1.8859341581662497
62,0.41333333333333333,1.7529030894239743,1.270213243116935,1.167798036088546,2.155197103818258,1.3308963835239411,1.9942760149637857
63,0.42,1.7514300192395846,1.2724315668145816,1.1404725501934687,2.0073025385538736,1.291636629899343,1.703966458638509
64,0.4266666666666667,1.7552698945005736,1.2587009598811467,1.163833417246739,2.0398476839065554,1.5458027283350626,1.157917817433675
65,0.43333333333333335,1.7722015917301177,1.2888356432318688,1.1154598822196324,1.967582849661509,1.4863544583320618,1.1105270425478617
66,0.44,1.7714294105768205,1.2750774895151455,1.1280725511411827,1.9789230942726135,1.429926965634028,1.2477184891700746
67,0.44666666666666666,1.7896213655670483,1.2943767880400021,1.1087565429508686,1.9656734983126323,1.3531747063000996,1.371265975634257
68,0.4533333333333333,1.7892755712072055,1.2872185185551643,1.107478772352139,1.9944282611211142,1.4108436703681946,1.2873189608256022
69,0.46,1.7827063923080761,1.2840162093440692,1.0841090679168701,2.6855911095937093,1.4793543140093486,2.6222538868586223
70,0.4666666666666667,1.8158036306500436,1.283004204928875,1.1417130395770072,2.6439382553100588,1.4592038869857789,2.538716499010722
71,0.47333333333333333,1.8041122734546662,1.2896889852980773,1.0868097717563312,2.435017776489258,1.3844001730283102,2.2196146408716837
72,0.48,1.8099056214094162,1.2937908368806044,1.0752391546964646,2.4184964338938397,1.385726257165273,2.151604660352071
73,0.4866666666666667,1.8165662735700607,1.308070217569669,1.0448548771440982,2.7056223789850873,1.4568698724110922,2.5659297068913776
74,0.49333333333333335,1.816540257136027,1.303070359925429,1.040817348162333,2.2680158535639445,1.309074201186498,1.9438006718953451
75,0.5,1.8238664721449216,1.3030382424592972,1.0416564596196016,2.4933945020039876,1.40373308857282,2.179322818915049
76,0.5066666666666667,1.8329233303666115,1.3220534426470598,1.008295832077662,2.564567144711812,1.4250204205513,2.249105389912923
77,0.5133333333333333,1.8456139788031578,1.3176200387378534,1.0285596470038096,2.2224798083305357,1.3287811120351156,1.740971529483795
78,0.52,1.8327141523361206,1.3150797074039777,0.9954508875807127,2.2403841257095336,1.3923641781012217,1.630807598431905
79,0.5266666666666666,1.8591006527344385,1.3346523826320966,0.9957879046599071,2.2129013856252033,1.4519115765889485,1.4449174563090006
80,0.5333333333333333,1.8607678358753523,1.3300350417693456,0.9951239285369714,1.957467746734619,1.3682307004928589,1.1048194209734599
81,0.54,1.8776086876789728,1.344041788826386,0.9880868089695771,2.6289217551549275,1.3885003964106242,2.297076463699341
82,0.5466666666666666,1.8603677834073702,1.3250946678221225,0.9791581201056639,1.9624739329020182,1.316277382771174,1.18206684589386
83,0.5533333333333333,1.8820099199811617,1.3343484349548818,0.9897496528923512,2.313564709822337,1.3712139825026195,1.7030434687932332
84,0.56,1.9051813026269278,1.3590617323915164,0.9752135202288628,2.2790021101633706,1.3319254000981648,1.6912083864212035
85,0.5666666666666667,1.9024457703034083,1.3447083738942942,0.984242479254802,2.0462235609690347,1.3223365624745687,1.2774476448694865
86,0.5733333333333334,1.9116756836573283,1.3588408234218756,0.9642468678454558,2.422325921058655,1.413555641969045,1.759483023484548
87,0.58,1.9000888288021087,1.3480888923009238,0.9517240464687348,2.111253039042155,1.3291844924290974,1.3483940919240316
88,0.5866666666666667,1.9043568929036458,1.3526811674237251,0.9403563814858595,2.4220881422360736,1.3835912545522053,1.770165208975474
89,0.5933333333333334,1.9152605175971984,1.35529850050807,0.9437562537690004,2.748482084274292,1.4631180266539257,2.1663439989089968
90,0.6,1.9324732999006906,1.3719139628112316,0.9342655231555302,2.265002131462097,1.3399806102116902,1.541702429453532
91,0.6066666666666667,1.9195125515262286,1.3696018318335215,0.9064462179938952,2.6020405371983846,1.4303552985191346,1.931349229812622
92,0.6133333333333333,1.9382976735631625,1.3682188073794046,0.9294763865570227,2.4233344475428265,1.4117063562075296,1.6493935624758402
93,0.62,1.929908853272597,1.3673706447084746,0.9073196766277154,2.369343900680542,1.3804736276467642,1.5949520667394002
94,0.6266666666666667,1.9524149363239607,1.3720369478066763,0.9261350909868876,2.5904110352198284,1.4937348147233327,1.7500152786572774
95,0.6333333333333333,1.9535729105273882,1.3727091141045094,0.9171533726155758,2.2342239022254944,1.234611197312673,1.5783358653386435
96,0.64,1.951455900569757,1.3708696643511453,0.9071660116314888,2.0961105585098267,1.3423368771870932,1.1777714093526204
97,0.6466666666666666,1.9542332659165065,1.371875823289156,0.9005527844031652,2.084111714363098,1.346129407485326,1.1412097970644632
98,0.6533333333333333,1.979397790133953,1.3922295006612937,0.8987270111838976,2.290473453203837,1.3714432915051777,1.4066789110501607
99,0.66,1.9739692002534865,1.385204296807448,0.8920680003861586,2.2175063252449037,1.3612663606802622,1.2973332285881043
100,0.6666666666666666,1.9814417228102683,1.397354176143805,0.8761313046018283,2.397036910057068,1.3895288626352946,1.5112619956334432
101,0.6733333333333333,1.9838484888275465,1.3912353187799453,0.8801185511052608,2.1093718926111857,1.3775958677132925,1.0867960711320241
102,0.68,1.9920909866690635,1.410620130598545,0.8551042025287946,2.5392064412434894,1.4004302660624186,1.6746708671251933
103,0.6866666666666666,1.9978049625953038,1.4097484320402145,0.8563929962615172,2.277613703409831,1.3755643645922342,1.3136640787124634
104,0.6933333333333334,2.0061318253477416,1.4232572212815284,0.8406845189630985,2.1689167976379395,1.536761474609375,0.9117625057697296
105,0.7,2.01032830675443,1.419205845395724,0.844460674872001,2.1784279068311054,1.4708313465118408,1.0108522395292918
106,0.7066666666666667,2.007349879046281,1.4130909527341524,0.8409324588874976,2.446038516362508,1.4039603114128112,1.4746390104293823
107,0.7133333333333334,2.0207261592149734,1.4410548388957978,0.8126233806212743,2.375711504618327,1.4333341558774313,1.3210897723833719
108,0.72,2.0137046148379643,1.4368599377572537,0.8011731331547102,2.8332173744837443,1.4469518343607584,1.9253686904907226
109,0.7266666666666667,2.0035412381092708,1.4313411807020506,0.7874312579631806,2.131517295042674,1.4984365582466126,0.8712120095888773
110,0.7333333333333333,2.031595808764299,1.4354332283139228,0.812948951125145,2.530966321627299,1.3601759354273477,1.5965323249499004
111,0.74,2.0420183251301447,1.4505864282449086,0.7992322750389576,2.274706721305847,1.3348721464474995,1.2700467308362324
112,0.7466666666666667,2.050979999701182,1.44626874178648,0.8098811445136865,2.157295552889506,1.5018445571263632,0.8778361737728119
113,0.7533333333333333,2.0305628458658855,1.4423531845211983,0.7808092894653479,2.1956527551015217,1.4037206133206686,1.0512373526891072
114,0.76,2.0530590921640397,1.4649359797437986,0.7738462212185065,2.70320561726888,1.4606669942537944,1.634919281800588
115,0.7666666666666667,2.0563143357634543,1.4460434665282567,0.7960054929057757,2.6029495000839233,1.3680797636508941,1.6106996297836305
116,0.7733333333333333,2.0605211640397707,1.4404067864020667,0.8018720678985118,2.327284566561381,1.3600471436977386,1.2507381121317545
117,0.78,2.0600167512893677,1.4630306482315063,0.765366833160321,2.30669348637263,1.3790257970492046,1.1893176039059956
118,0.7866666666666666,2.0656605631113054,1.4785845731695493,0.7462830190857251,2.435418486595154,1.4050248980522155,1.3098223606745403
119,0.7933333333333333,2.0703612024585407,1.458299378057321,0.771506474663814,2.593393246332804,1.3834649761517843,1.5251195987065633
120,0.8,2.0878313625852267,1.4786975095669428,0.7614173039793968,2.3496175010999045,1.4911584456761677,1.07307381828626
121,0.8066666666666666,2.0710694258411726,1.473644799987475,0.7406090314189593,2.6036413669586183,1.3934263785680134,1.5002665400505066
122,0.8133333333333334,2.082914067308108,1.471286687751611,0.7520008827249209,2.2877690394719443,1.427101488908132,1.058197804292043
123,0.82,2.1007434551914534,1.4884949641923109,0.746644505361716,2.4325011412302655,1.4617484033107757,1.1838448286056518
124,0.8266666666666667,2.085828820367654,1.492379858593146,0.7178818253179391,2.2158676822980246,1.5088225483894349,0.8552965482076009
125,0.8333333333333334,2.106159673134486,1.5135073656837146,0.7111827892561754,3.1961693445841473,1.5130694190661111,2.019719966252645
126,0.84,2.0884399702151617,1.482919155061245,0.7208581440150738,2.408541965484619,1.4086751540501912,1.190317682425181
127,0.8466666666666667,2.121456299722195,1.500692693144083,0.7331853367388248,2.465329909324646,1.3866604566574097,1.2740190188090006
128,0.8533333333333334,2.1279432316621145,1.5150135199228922,0.7182769815127055,3.036247952779134,1.4085233608881633,1.9074897130330404
129,0.86,2.138058652977149,1.5154946699738503,0.7239116003115972,2.133268864949544,1.4608458876609802,0.7818871895472209
130,0.8666666666666667,2.1239037811756134,1.5157211954394976,0.7017491268614928,2.1483242670694986,1.6241891543070475,0.6047713001569112
131,0.8733333333333333,2.1330832983056704,1.5113934859633447,0.7118585626284282,3.1843197107315064,1.4310147841771443,2.00760106643041
132,0.88,2.1324850728114444,1.5054276317358017,0.7125652740399043,2.9192083915074667,1.4591096798578898,1.6592030803362527
133,0.8866666666666667,2.1494250054160755,1.5196272447705268,0.7102982372045517,2.4175501823425294,1.4397679885228476,1.102761936187744
134,0.8933333333333333,2.15995884090662,1.5181260317564012,0.7184695822497209,2.2705004970232645,1.6480266133944192,0.6967991411685943
135,0.9,2.1527945319811503,1.5260569299260776,0.6963751249015331,2.356385147571564,1.9764728864034018,0.4221247712771098
136,0.9066666666666666,2.1647874757647516,1.5341523095965386,0.6955534661809604,2.405518921216329,1.48364870150884,1.0167685985565185
137,0.9133333333333333,2.1720640172561008,1.529648634294669,0.7033744891484578,2.4314608414967855,1.4908581018447875,1.0298569838205973
138,0.92,2.149551335970561,1.5122212315599124,0.6927501037716866,2.6616362889607745,1.4449563384056092,1.322478206952413
139,0.9266666666666666,2.1644966160257657,1.5461946532130242,0.667232321202755,2.1115313013394674,1.5202142635981242,0.6381118734677632
140,0.9333333333333333,2.167932167649269,1.5297885604202748,0.6837252870202064,2.413117607434591,1.5251689791679381,0.9513735095659892
141,0.94,2.1756933222214383,1.553133383889993,0.6622978073855241,2.379125714302063,1.4306386629740397,1.009028782447179
142,0.9466666666666667,2.198431893189748,1.5876684655745825,0.6451726447790861,2.2415031870206197,1.5324079751968385,0.7490442673365275
143,0.9533333333333334,2.191794341305892,1.5616619745890299,0.660978015512228,2.5715930620829264,1.427319093545278,1.2002874175707499
144,0.96,2.1862821037570637,1.5559237773219745,0.6566232713560264,2.2419158657391867,1.7595717946688334,0.5024417678515116
145,0.9666666666666667,2.2127677922447524,1.5793057839075724,0.6553055522342522,2.3403374473253886,1.6474322875340779,0.7167984664440155
146,0.9733333333333334,2.195221043129762,1.5503801673650741,0.6625077294806639,2.3351314226786295,1.7341033935546875,0.617494543393453
147,0.98,2.214844751358032,1.5850618069370588,0.6426356460899114,2.9372796138127644,1.58366170724233,1.3812427163124084
148,0.9866666666666667,2.2089804460604987,1.5544758051633836,0.663349287956953,2.472296126683553,1.7321292241414388,0.7501691401004791
149,0.9933333333333333,2.2179022545615834,1.577530175447464,0.6446698720256487,2.2293257157007855,1.8119350353876749,0.42019195954004923
150,1.0,2.2196951071421305,1.5974348843097688,0.6222602244466543,2.5964903990427652,1.4643470128377278,1.1321433901786804
151,1.0,2.21996325502793,1.5647723207871118,0.6551909364759922,2.6317745526631673,1.749554944038391,0.8822196106115977
152,1.0,2.2149484381079674,1.573626734316349,0.6413217106213173,2.6340459903081257,1.4534945209821066,1.1805514613787333
153,1.0,2.2094979618986446,1.5962570200363795,0.6132409408688545,2.4437193234761554,1.4622079253196716,0.9815113782882691
154,1.0,2.2080651541550953,1.5659242535630862,0.6421408969908953,2.3657217820485434,1.6524118304252624,0.7133099635442098
155,1.0,2.213030598560969,1.588538351158301,0.6244922522455454,2.720352792739868,1.5847889065742493,1.1355638881524404
156,1.0,2.1982101052999496,1.5848080910742284,0.6134020107487838,2.653807536760966,1.4945849299430847,1.159222626686096
157,1.0,2.207186593612035,1.566639223198096,0.6405473676820596,2.513198447227478,1.4588246504465738,1.0543737928072612
158,1.0,2.1851391767462096,1.5465503111481667,0.6385888740420341,2.2326594591140747,1.6028250972429912,0.6298343777656555
159,1.0,2.213253675897916,1.5853271002570788,0.6279265740265448,2.081230906645457,1.630309247970581,0.4509216646353404
160,1.0,2.2010780364274978,1.5697859038909276,0.6312921321640412,2.5999102354049684,1.502312676111857,1.0975975732008616
161,1.0,2.2235165829459826,1.5867767597238223,0.6367398197452228,2.273306389649709,1.7467450141906737,0.5265613754590353
162,1.0,2.209406267106533,1.5783763666947683,0.6310298963139455,2.8233420213063556,1.5551026940345765,1.2682392994562786
163,1.0,2.2375159189105034,1.6176893025636674,0.6198266216864189,2.339917274316152,1.5546573758125306,0.7852599064509074
164,1.0,2.224398948252201,1.592531533539295,0.6318674112359682,3.1771313190460204,1.5024032195409138,1.6747280756632488
165,1.0,2.2163176998496055,1.576237432161967,0.6400802664458751,2.229523972670237,1.484513521194458,0.7450104534626008
166,1.0,2.2174223522345224,1.609947618842125,0.6074747309088707,2.8533997694651285,1.4476005911827088,1.4057991623878479
167,1.0,2.220538666844368,1.611066067715486,0.6094725990047057,2.8181593577067057,1.5037783980369568,1.314380979537964
168,1.0,2.1954472735524178,1.595911400516828,0.5995358747740587,3.3739654223124185,1.5496755599975587,1.82428986231486
169,1.0,2.2132525314887364,1.5762607703606288,0.6369917592654626,2.166880524158478,1.5513392130533854,0.6155413091182709
170,1.0,2.2267248888810474,1.5815588836868604,0.6451659997304281,2.5207866032918296,1.4554881036281586,1.0652984937032064
171,1.0,2.2148993919293085,1.5906935175259909,0.6242058794945479,2.5818048238754274,1.4606481075286866,1.1211567103862763
172,1.0,2.2281771043936414,1.5839006672302882,0.6442764381567637,2.609220051765442,1.4421996076901753,1.1670204559961954
173,1.0,2.1985550592343013,1.559706699848175,0.6388483555366595,2.4987136046091716,1.4288140495618185,1.0698995610078177
174,1.0,2.210247757534186,1.577951126297315,0.6322966334720452,2.131352972984314,1.5279351433118185,0.603417819738388
175,1.0,2.201815961301327,1.5890934243798256,0.6127225379149119,2.266226387023926,1.591048542658488,0.6751778225104014
176,1.0,2.183701414366563,1.5380290890733401,0.6456723251690467,2.6533366600672403,1.5138665994008382,1.1394700467586518
177,1.0,2.2081119646628697,1.5761354128519693,0.6319765540460746,2.195133356253306,1.7926855564117432,0.4024477958679199
178,1.0,2.2052829384803774,1.5861098061005274,0.6191731303930282,2.101372798283895,1.6994820992151896,0.4018906891345978
179,1.0,2.1920326630274456,1.5620643784602484,0.6299682843188444,2.16243847211202,1.5430845737457275,0.6193538864453634
180,1.0,2.2144075661897658,1.57755751957496,0.6368500540653864,3.0494834264119466,1.5195196310679118,1.5299637873967489
181,1.0,2.20735323826472,1.5679053286711375,0.6394479141881069,2.141066479682922,1.5350760738054912,0.6059904197851816
182,1.0,2.204505194226901,1.5710433309276899,0.6334618665277958,2.327265254656474,1.958129851023356,0.36913540462652844
183,1.0,2.1953541552027067,1.569016740222772,0.6263374198228121,2.2086320320765176,1.7035069863001506,0.5051250457763672
184,1.0,2.2155015875895816,1.578241048256556,0.6372605439275503,2.309460461139679,1.9210163791974386,0.3884440948565801
185,1.0,2.211226861178875,1.588115402062734,0.6231114536523819,2.1038113037745156,1.5846129695574442,0.5191983302434285
186,1.0,2.209707091252009,1.5714675694704057,0.638239524140954,2.1150359471638995,1.6287010550498962,0.4863348950942357
187,1.0,2.2061656564474106,1.5694428731997807,0.6367227829992771,2.3291144490242006,1.571199075380961,0.7579153676827749
188,1.0,2.2087509830792746,1.5802162850896517,0.6285346945126852,2.228895823160807,1.8182094097137451,0.41068641444047294
189,1.0,2.2236654351154965,1.5680725807944933,0.6555928545693557,2.1851113041241965,1.617339793841044,0.5677715092897415
190,1.0,2.214258322616418,1.6025137081742287,0.6117446086059014,2.370664330323537,1.6115844329198201,0.7590798834959666
191,1.0,2.225453703602155,1.6317503040035566,0.5937033911546071,2.4860201199849445,1.4824301242828368,1.003590045372645
192,1.0,2.230867499113083,1.6025851860642433,0.6282823116828998,3.658842182159424,1.4940077940622964,2.164834396044413
193,1.0,2.2026400739947953,1.5870642229914664,0.6155758501340945,3.2950745662053427,1.4782597064971923,1.816814867655436
194,1.0,2.1991830989718437,1.5814027205109595,0.6177803804477056,2.2970824360847475,1.474910044670105,0.8221723953882853
195,1.0,2.2130049313108127,1.569780286649863,0.6432246406873067,2.7815993547439577,1.5045987129211427,1.277000629901886
196,1.0,2.212679741283258,1.5830169747273126,0.6296627568701904,2.217525136470795,1.6833513776461284,0.5341737647851308
197,1.0,2.2125417416294417,1.5787327393889428,0.6338090031097333,2.1659226258595785,1.6560785969098408,0.5098440319299697
198,1.0,2.2099504083395005,1.572251209616661,0.6376991958667835,2.3691174268722532,1.9847917596499125,0.3843256652355194
199,1.0,2.211330513656139,1.5814535225431123,0.629876991485556,2.127947715918223,1.5640891472498575,0.5638585497935613
200,1.0,2.2189100538690885,1.5657437811295192,0.6531662768373887,2.418679412206014,1.5102981269359588,0.9083812892436981
